Shop Name,Product ID,Item Name,Price,Shipping Cost,Delivery Time,Return Policy,Stock Status,Avg. Rating,Promotions,Loyalty Program,Customer Support,Countries Served
Shop_63,Shop_63_P0033,Item_33,12331,179,1 days,30 days,In Stock,4.4,10% off,Yes,4.3/5,India
Shop_63,Shop_63_P0034,Item_34,30667,562,6 days,14 days,Out of Stock,4.1,None,No,4.5/5,India
Shop_63,Shop_63_P0035,Item_35,35334,230,3 days,14 days,Out of Stock,4.8,10% off,No,4.4/5,India
Shop_63,Shop_63_P0036,Item_36,20464,76,5 days,30 days,In Stock,4.9,Free shipping,Yes,3.8/5,India
Shop_63,Shop_63_P0037,Item_37,45244,492,1 days,7 days,In Stock,4.9,10% off,Yes,3.1/5,India
Shop_63,Shop_63_P0038,Item_38,34037,145,7 days,7 days,Out of Stock,3.2,None,Yes,4.1/5,India
Shop_63,Shop_63_P0039,Item_39,2173,689,7 days,7 days,In Stock,4.8,10% off,No,3.7/5,India
Shop_63,Shop_63_P0040,Item_40,48732,626,5 days,7 days,In Stock,4.5,None,No,3.5/5,India
Shop_63,Shop_63_P0041,Item_41,6771,216,2 days,14 days,Out of Stock,4.8,None,Yes,3.8/5,India
Shop_63,Shop_63_P0042,Item_42,19764,90,5 days,7 days,In Stock,3.2,10% off,Yes,3.8/5,India
Shop_63,Shop_63_P0043,Item_43,20290,241,7 days,7 days,Out of Stock,3.8,10% off,No,3.7/5,India
Shop_63,Shop_63_P0044,Item_44,38704,459,3 days,30 days,Out of Stock,4.4,Free shipping,Yes,3.4/5,India
Shop_63,Shop_63_P0045,Item_45,27728,561,7 days,7 days,Out of Stock,3.3,Free shipping,Yes,4.3/5,India
Shop_63,Shop_63_P0046,Item_46,34302,147,4 days,30 days,Out of Stock,4.1,Free shipping,Yes,3.4/5,India
Shop_63,Shop_63_P0047,Item_47,39861,438,4 days,30 days,Out of Stock,4.3,10% off,No,3.1/5,India
Shop_63,Shop_63_P0048,Item_48,35996,85,7 days,14 days,In Stock,4.2,10% off,Yes,4.0/5,India
Shop_63,Shop_63_P0049,Item_49,22213,22,1 days,30 days,In Stock,3.4,Free shipping,No,4.3/5,India
Shop_63,Shop_63_P0050,Item_50,6290,285,7 days,7 days,Out of Stock,3.7,Free shipping,Yes,3.4/5,India
Shop_63,Shop_63_P0051,Item_51,26347,371,4 days,30 days,Out of Stock,5.0,None,Yes,4.6/5,India
Shop_63,Shop_63_P0052,Item_52,34758,159,6 days,30 days,Out of Stock,3.5,Free shipping,No,3.6/5,India
Shop_63,Shop_63_P0053,Item_53,46903,157,1 days,7 days,Out of Stock,4.6,10% off,No,4.6/5,India
Shop_63,Shop_63_P0054,Item_54,24166,394,6 days,30 days,In Stock,4.2,Free shipping,No,3.9/5,India
Shop_63,Shop_63_P0055,Item_55,38280,594,7 days,7 days,Out of Stock,4.7,Free shipping,Yes,4.1/5,India
Shop_63,Shop_63_P0056,Item_56,38435,67,1 days,7 days,In Stock,3.5,None,No,4.3/5,India
Shop_63,Shop_63_P0057,Item_57,27601,455,3 days,14 days,In Stock,4.1,Free shipping,Yes,4.5/5,India
Shop_63,Shop_63_P0058,Item_58,25334,536,2 days,14 days,In Stock,4.4,10% off,No,4.9/5,India
Shop_63,Shop_63_P0059,Item_59,49776,221,2 days,30 days,In Stock,3.1,None,No,4.9/5,India
Shop_63,Shop_63_P0060,Item_60,14177,532,2 days,30 days,Out of Stock,3.3,10% off,No,4.7/5,India
Shop_63,Shop_63_P0061,Item_61,24378,344,4 days,7 days,In Stock,3.5,Free shipping,No,3.5/5,India
Shop_63,Shop_63_P0062,Item_62,44640,472,6 days,30 days,Out of Stock,4.8,10% off,No,3.3/5,India
Shop_63,Shop_63_P0063,Item_63,3587,114,5 days,30 days,Out of Stock,4.3,None,Yes,3.1/5,India
Shop_63,Shop_63_P0064,Item_64,27682,549,5 days,7 days,Out of Stock,3.5,Free shipping,Yes,4.5/5,India
Shop_63,Shop_63_P0065,Item_65,23008,328,5 days,30 days,Out of Stock,4.7,Free shipping,Yes,3.6/5,India
Shop_63,Shop_63_P0066,Item_66,29570,82,5 days,30 days,In Stock,4.3,10% off,No,3.4/5,India
Shop_63,Shop_63_P0067,Item_67,47547,245,2 days,14 days,In Stock,4.0,None,No,3.4/5,India
Shop_63,Shop_63_P0068,Item_68,26163,24,1 days,14 days,Out of Stock,3.1,Free shipping,No,3.7/5,India
Shop_63,Shop_63_P0069,Item_69,21482,646,2 days,30 days,Out of Stock,4.3,Free shipping,Yes,4.4/5,India
Shop_63,Shop_63_P0070,Item_70,30859,352,4 days,14 days,In Stock,4.2,Free shipping,No,3.9/5,India
Shop_63,Shop_63_P0071,Item_71,33501,203,1 days,30 days,In Stock,4.6,Free shipping,No,3.2/5,India
Shop_63,Shop_63_P0072,Item_72,12943,28,3 days,14 days,In Stock,4.9,10% off,Yes,4.4/5,India
Shop_63,Shop_63_P0073,Item_73,41678,400,5 days,30 days,Out of Stock,3.4,None,Yes,4.7/5,India
Shop_63,Shop_63_P0074,Item_74,35034,334,6 days,7 days,In Stock,4.8,Free shipping,Yes,3.2/5,India
Shop_63,Shop_63_P0075,Item_75,18845,311,7 days,14 days,Out of Stock,4.2,10% off,Yes,4.1/5,India
Shop_63,Shop_63_P0076,Item_76,14503,425,5 days,30 days,In Stock,3.2,10% off,Yes,4.5/5,India
Shop_63,Shop_63_P0077,Item_77,48100,250,6 days,7 days,In Stock,4.0,10% off,Yes,3.0/5,India
Shop_63,Shop_63_P0078,Item_78,30802,569,3 days,14 days,Out of Stock,4.7,Free shipping,Yes,3.3/5,India
Shop_63,Shop_63_P0079,Item_79,46048,411,7 days,7 days,Out of Stock,4.4,Free shipping,Yes,3.7/5,India
Shop_63,Shop_63_P0080,Item_80,49196,681,1 days,7 days,In Stock,3.1,10% off,Yes,4.1/5,India
Shop_63,Shop_63_P0081,Item_81,27005,602,4 days,7 days,Out of Stock,4.3,10% off,No,3.6/5,India
Shop_63,Shop_63_P0082,Item_82,37842,412,2 days,30 days,Out of Stock,3.8,10% off,Yes,3.6/5,India
Shop_63,Shop_63_P0083,Item_83,48640,577,1 days,7 days,In Stock,3.9,10% off,Yes,4.4/5,India
Shop_63,Shop_63_P0084,Item_84,8275,427,6 days,7 days,Out of Stock,4.9,Free shipping,No,4.6/5,India
Shop_63,Shop_63_P0085,Item_85,39362,559,3 days,7 days,In Stock,3.9,Free shipping,Yes,4.3/5,India
Shop_63,Shop_63_P0086,Item_86,28746,651,7 days,30 days,Out of Stock,4.0,10% off,No,3.2/5,India
Shop_63,Shop_63_P0087,Item_87,7509,263,5 days,7 days,Out of Stock,3.4,Free shipping,Yes,3.2/5,India
Shop_63,Shop_63_P0088,Item_88,39460,75,7 days,7 days,Out of Stock,4.0,10% off,Yes,3.2/5,India
Shop_63,Shop_63_P0089,Item_89,26188,301,2 days,7 days,In Stock,4.8,None,Yes,4.3/5,India
Shop_63,Shop_63_P0090,Item_90,40559,407,1 days,30 days,In Stock,4.2,Free shipping,No,4.9/5,India
Shop_63,Shop_63_P0091,Item_91,26306,331,7 days,14 days,In Stock,3.6,Free shipping,Yes,3.9/5,India
Shop_63,Shop_63_P0092,Item_92,17664,629,5 days,30 days,Out of Stock,4.1,Free shipping,No,4.0/5,India
Shop_63,Shop_63_P0093,Item_93,12749,501,1 days,30 days,Out of Stock,4.9,None,Yes,3.8/5,India
Shop_63,Shop_63_P0094,Item_94,22434,437,3 days,7 days,In Stock,3.9,None,No,4.9/5,India
Shop_63,Shop_63_P0095,Item_95,25187,159,4 days,7 days,In Stock,4.0,None,No,4.9/5,India
Shop_63,Shop_63_P0096,Item_96,19059,410,5 days,7 days,In Stock,3.9,10% off,No,4.9/5,India
Shop_63,Shop_63_P0097,Item_97,10981,368,5 days,14 days,Out of Stock,3.8,10% off,No,3.6/5,India
Shop_63,Shop_63_P0098,Item_98,18918,336,3 days,7 days,Out of Stock,3.2,Free shipping,Yes,4.4/5,India
Shop_63,Shop_63_P0099,Item_99,7554,481,7 days,7 days,In Stock,3.6,None,No,4.5/5,India
Shop_63,Shop_63_P0100,Item_100,12170,431,5 days,7 days,Out of Stock,4.7,10% off,No,3.3/5,India
Shop_64,Shop_64_P0001,Item_1,36146,437,7 days,30 days,Out of Stock,3.0,Free shipping,Yes,4.8/5,India
Shop_64,Shop_64_P0002,Item_2,28422,528,1 days,14 days,Out of Stock,3.0,None,Yes,4.4/5,India
Shop_64,Shop_64_P0003,Item_3,24517,134,3 days,7 days,In Stock,4.5,None,No,4.2/5,India
Shop_64,Shop_64_P0004,Item_4,10675,496,7 days,7 days,Out of Stock,3.6,Free shipping,No,4.6/5,India
Shop_64,Shop_64_P0005,Item_5,24332,224,5 days,30 days,Out of Stock,4.0,Free shipping,Yes,4.4/5,India
Shop_64,Shop_64_P0006,Item_6,46611,535,7 days,7 days,In Stock,4.5,None,No,5.0/5,India
Shop_64,Shop_64_P0007,Item_7,23818,608,7 days,7 days,Out of Stock,3.1,10% off,No,3.5/5,India
Shop_64,Shop_64_P0008,Item_8,47323,613,3 days,14 days,Out of Stock,4.0,10% off,Yes,4.8/5,India
Shop_64,Shop_64_P0009,Item_9,5557,699,6 days,7 days,Out of Stock,3.0,None,No,3.1/5,India
Shop_64,Shop_64_P0010,Item_10,21149,20,6 days,30 days,Out of Stock,4.2,10% off,Yes,4.3/5,India
Shop_64,Shop_64_P0011,Item_11,33438,275,2 days,14 days,In Stock,3.5,10% off,No,3.8/5,India
Shop_64,Shop_64_P0012,Item_12,3677,462,7 days,30 days,Out of Stock,3.3,Free shipping,No,4.3/5,India
Shop_64,Shop_64_P0013,Item_13,1584,615,3 days,30 days,Out of Stock,4.0,10% off,Yes,4.0/5,India
Shop_64,Shop_64_P0014,Item_14,43454,101,6 days,30 days,In Stock,4.8,Free shipping,No,4.0/5,India
Shop_64,Shop_64_P0015,Item_15,18857,153,2 days,14 days,Out of Stock,3.9,Free shipping,No,4.3/5,India
Shop_64,Shop_64_P0016,Item_16,34598,568,1 days,14 days,In Stock,3.5,None,No,3.5/5,India
Shop_64,Shop_64_P0017,Item_17,24458,360,5 days,14 days,Out of Stock,4.1,Free shipping,No,3.1/5,India
Shop_64,Shop_64_P0018,Item_18,36133,424,6 days,7 days,In Stock,4.3,Free shipping,No,3.6/5,India
Shop_64,Shop_64_P0019,Item_19,16009,482,6 days,30 days,Out of Stock,4.8,None,No,3.3/5,India
Shop_64,Shop_64_P0020,Item_20,13125,203,1 days,14 days,Out of Stock,3.5,None,No,4.4/5,India
Shop_64,Shop_64_P0021,Item_21,5137,387,1 days,30 days,In Stock,3.0,10% off,No,3.6/5,India
Shop_64,Shop_64_P0022,Item_22,48742,527,7 days,30 days,In Stock,5.0,None,No,3.4/5,India
Shop_64,Shop_64_P0023,Item_23,26891,58,1 days,30 days,In Stock,4.0,Free shipping,No,4.8/5,India
Shop_64,Shop_64_P0024,Item_24,3509,62,3 days,30 days,Out of Stock,3.6,Free shipping,No,3.4/5,India
Shop_64,Shop_64_P0025,Item_25,46015,241,5 days,30 days,In Stock,4.4,None,No,4.2/5,India
Shop_64,Shop_64_P0026,Item_26,49334,266,7 days,30 days,Out of Stock,4.2,10% off,Yes,4.9/5,India
Shop_64,Shop_64_P0027,Item_27,29373,685,1 days,30 days,Out of Stock,4.9,10% off,No,4.9/5,India
Shop_64,Shop_64_P0028,Item_28,8522,154,1 days,7 days,In Stock,3.9,10% off,No,3.8/5,India
Shop_64,Shop_64_P0029,Item_29,22269,553,1 days,30 days,In Stock,3.0,10% off,No,3.6/5,India
Shop_64,Shop_64_P0030,Item_30,20764,353,4 days,30 days,In Stock,3.9,None,Yes,3.3/5,India
Shop_64,Shop_64_P0031,Item_31,8256,358,1 days,14 days,Out of Stock,5.0,None,No,4.5/5,India
Shop_64,Shop_64_P0032,Item_32,47990,457,5 days,30 days,In Stock,4.9,Free shipping,Yes,4.3/5,India
Shop_64,Shop_64_P0033,Item_33,15478,38,7 days,14 days,Out of Stock,3.2,None,No,4.7/5,India
Shop_64,Shop_64_P0034,Item_34,25476,618,1 days,7 days,In Stock,4.2,10% off,No,3.7/5,India
Shop_64,Shop_64_P0035,Item_35,32568,450,6 days,30 days,Out of Stock,4.7,Free shipping,No,4.1/5,India
Shop_64,Shop_64_P0036,Item_36,6040,341,3 days,14 days,Out of Stock,3.3,Free shipping,No,3.7/5,India
Shop_64,Shop_64_P0037,Item_37,12529,686,1 days,7 days,Out of Stock,4.2,None,No,3.5/5,India
Shop_64,Shop_64_P0038,Item_38,3502,156,1 days,7 days,Out of Stock,3.1,10% off,Yes,4.2/5,India
Shop_64,Shop_64_P0039,Item_39,27695,412,7 days,30 days,In Stock,3.7,10% off,No,3.4/5,India
Shop_64,Shop_64_P0040,Item_40,7033,300,6 days,14 days,In Stock,3.2,Free shipping,No,3.8/5,India
Shop_64,Shop_64_P0041,Item_41,28454,221,2 days,14 days,Out of Stock,3.2,None,No,3.2/5,India
Shop_64,Shop_64_P0042,Item_42,16567,354,2 days,7 days,Out of Stock,3.9,None,Yes,4.4/5,India
Shop_64,Shop_64_P0043,Item_43,21388,68,2 days,14 days,In Stock,3.5,Free shipping,No,4.1/5,India
Shop_64,Shop_64_P0044,Item_44,30703,619,2 days,30 days,Out of Stock,4.0,10% off,Yes,4.7/5,India
Shop_64,Shop_64_P0045,Item_45,39775,600,2 days,7 days,Out of Stock,4.7,None,Yes,4.2/5,India
Shop_64,Shop_64_P0046,Item_46,16873,389,3 days,14 days,Out of Stock,4.8,10% off,No,3.1/5,India
Shop_64,Shop_64_P0047,Item_47,4631,228,7 days,7 days,In Stock,3.5,Free shipping,Yes,3.1/5,India
Shop_64,Shop_64_P0048,Item_48,34058,210,3 days,30 days,In Stock,3.5,Free shipping,Yes,3.3/5,India
Shop_64,Shop_64_P0049,Item_49,49496,238,5 days,7 days,In Stock,4.8,10% off,No,4.6/5,India
Shop_64,Shop_64_P0050,Item_50,49174,650,1 days,30 days,Out of Stock,3.8,10% off,No,4.2/5,India
Shop_64,Shop_64_P0051,Item_51,46443,587,5 days,14 days,In Stock,3.7,None,Yes,4.2/5,India
Shop_64,Shop_64_P0052,Item_52,29227,395,3 days,30 days,In Stock,4.9,None,Yes,4.6/5,India
Shop_64,Shop_64_P0053,Item_53,46909,686,7 days,7 days,Out of Stock,3.7,10% off,Yes,4.4/5,India
Shop_64,Shop_64_P0054,Item_54,1522,673,3 days,14 days,In Stock,4.5,10% off,Yes,3.3/5,India
Shop_64,Shop_64_P0055,Item_55,32180,260,5 days,30 days,In Stock,4.6,None,No,4.8/5,India
Shop_64,Shop_64_P0056,Item_56,45103,338,4 days,14 days,In Stock,3.1,None,Yes,3.7/5,India
Shop_64,Shop_64_P0057,Item_57,20730,544,1 days,7 days,In Stock,3.7,10% off,No,4.3/5,India
Shop_64,Shop_64_P0058,Item_58,34678,691,6 days,7 days,Out of Stock,4.9,10% off,No,4.6/5,India
Shop_64,Shop_64_P0059,Item_59,18451,301,5 days,14 days,In Stock,3.8,None,Yes,3.6/5,India
Shop_64,Shop_64_P0060,Item_60,44939,443,3 days,30 days,In Stock,4.7,10% off,Yes,4.1/5,India
Shop_64,Shop_64_P0061,Item_61,15208,566,4 days,7 days,Out of Stock,4.1,10% off,Yes,4.6/5,India
Shop_64,Shop_64_P0062,Item_62,31446,53,1 days,14 days,In Stock,3.5,10% off,No,4.1/5,India
Shop_64,Shop_64_P0063,Item_63,41911,133,4 days,7 days,Out of Stock,3.3,None,No,3.2/5,India
Shop_64,Shop_64_P0064,Item_64,4343,111,1 days,30 days,Out of Stock,3.1,10% off,No,3.2/5,India
Shop_64,Shop_64_P0065,Item_65,3587,598,7 days,7 days,Out of Stock,4.9,None,No,3.6/5,India
Shop_64,Shop_64_P0066,Item_66,13059,426,2 days,14 days,Out of Stock,4.9,None,No,3.4/5,India
Shop_64,Shop_64_P0067,Item_67,33507,586,4 days,30 days,In Stock,5.0,None,Yes,4.8/5,India
Shop_64,Shop_64_P0068,Item_68,40828,470,7 days,30 days,Out of Stock,4.2,Free shipping,No,3.1/5,India
Shop_64,Shop_64_P0069,Item_69,31812,563,7 days,7 days,Out of Stock,3.2,Free shipping,No,3.5/5,India
Shop_64,Shop_64_P0070,Item_70,13941,112,4 days,30 days,Out of Stock,3.9,10% off,No,3.2/5,India
Shop_64,Shop_64_P0071,Item_71,25412,425,2 days,14 days,In Stock,4.7,10% off,Yes,4.7/5,India
Shop_64,Shop_64_P0072,Item_72,38417,296,3 days,14 days,Out of Stock,4.7,None,Yes,4.0/5,India
Shop_64,Shop_64_P0073,Item_73,29614,189,3 days,14 days,Out of Stock,3.6,10% off,Yes,5.0/5,India
Shop_64,Shop_64_P0074,Item_74,15245,358,4 days,30 days,In Stock,4.2,Free shipping,No,3.9/5,India
Shop_64,Shop_64_P0075,Item_75,17010,620,3 days,30 days,In Stock,3.7,None,Yes,3.8/5,India
Shop_64,Shop_64_P0076,Item_76,19748,131,6 days,30 days,In Stock,4.0,None,No,3.4/5,India
Shop_64,Shop_64_P0077,Item_77,4677,257,6 days,7 days,Out of Stock,4.1,Free shipping,Yes,4.2/5,India
Shop_64,Shop_64_P0078,Item_78,38434,143,2 days,30 days,Out of Stock,3.8,None,Yes,4.4/5,India
Shop_64,Shop_64_P0079,Item_79,48051,185,5 days,14 days,Out of Stock,5.0,10% off,No,3.6/5,India
Shop_64,Shop_64_P0080,Item_80,41854,397,4 days,7 days,In Stock,3.5,Free shipping,No,4.7/5,India
Shop_64,Shop_64_P0081,Item_81,48391,94,6 days,30 days,Out of Stock,3.9,10% off,Yes,3.9/5,India
Shop_64,Shop_64_P0082,Item_82,45508,571,3 days,14 days,In Stock,4.5,10% off,No,3.9/5,India
Shop_64,Shop_64_P0083,Item_83,17914,84,7 days,7 days,Out of Stock,4.8,None,No,3.7/5,India
Shop_64,Shop_64_P0084,Item_84,31521,655,6 days,7 days,Out of Stock,3.3,Free shipping,No,4.5/5,India
Shop_64,Shop_64_P0085,Item_85,32726,117,5 days,7 days,In Stock,4.8,10% off,Yes,4.0/5,India
Shop_64,Shop_64_P0086,Item_86,37406,53,1 days,7 days,Out of Stock,5.0,None,No,3.7/5,India
Shop_64,Shop_64_P0087,Item_87,16644,139,6 days,14 days,Out of Stock,4.2,None,No,3.1/5,India
Shop_64,Shop_64_P0088,Item_88,27809,527,5 days,30 days,Out of Stock,3.3,Free shipping,No,3.9/5,India
Shop_64,Shop_64_P0089,Item_89,32017,668,1 days,30 days,In Stock,3.1,10% off,Yes,4.3/5,India
Shop_64,Shop_64_P0090,Item_90,48932,175,4 days,14 days,Out of Stock,4.7,None,No,3.4/5,India
Shop_64,Shop_64_P0091,Item_91,31674,61,3 days,30 days,In Stock,4.7,10% off,Yes,4.7/5,India
Shop_64,Shop_64_P0092,Item_92,8858,418,1 days,7 days,In Stock,3.7,Free shipping,No,3.5/5,India
Shop_64,Shop_64_P0093,Item_93,3105,542,7 days,7 days,Out of Stock,3.9,Free shipping,Yes,3.7/5,India
Shop_64,Shop_64_P0094,Item_94,7055,518,3 days,14 days,In Stock,3.8,None,Yes,3.1/5,India
Shop_64,Shop_64_P0095,Item_95,33017,321,6 days,30 days,Out of Stock,3.2,10% off,Yes,3.9/5,India
Shop_64,Shop_64_P0096,Item_96,41332,221,4 days,30 days,Out of Stock,3.7,Free shipping,Yes,4.9/5,India
Shop_64,Shop_64_P0097,Item_97,18339,621,3 days,7 days,Out of Stock,4.3,10% off,Yes,4.4/5,India
Shop_64,Shop_64_P0098,Item_98,29031,254,7 days,30 days,In Stock,4.3,10% off,Yes,4.7/5,India
Shop_64,Shop_64_P0099,Item_99,47636,209,5 days,30 days,In Stock,3.5,Free shipping,Yes,3.9/5,India
Shop_64,Shop_64_P0100,Item_100,26231,136,5 days,7 days,Out of Stock,4.3,10% off,No,4.6/5,India
Shop_65,Shop_65_P0001,Item_1,33227,440,3 days,30 days,In Stock,4.7,10% off,No,4.7/5,India
Shop_65,Shop_65_P0002,Item_2,34162,159,7 days,30 days,In Stock,3.9,None,No,3.7/5,India
Shop_65,Shop_65_P0003,Item_3,37999,426,5 days,14 days,Out of Stock,3.9,None,No,4.3/5,India
Shop_65,Shop_65_P0004,Item_4,27458,393,7 days,7 days,Out of Stock,4.0,None,No,4.1/5,India
Shop_65,Shop_65_P0005,Item_5,28945,521,2 days,30 days,Out of Stock,4.0,10% off,Yes,4.2/5,India
Shop_65,Shop_65_P0006,Item_6,8755,405,6 days,7 days,Out of Stock,4.9,10% off,Yes,4.2/5,India
Shop_65,Shop_65_P0007,Item_7,5334,412,2 days,30 days,Out of Stock,4.0,10% off,No,4.8/5,India
Shop_65,Shop_65_P0008,Item_8,32359,311,6 days,7 days,Out of Stock,4.4,Free shipping,No,4.2/5,India
Shop_65,Shop_65_P0009,Item_9,23092,73,6 days,30 days,Out of Stock,4.4,Free shipping,Yes,3.6/5,India
Shop_65,Shop_65_P0010,Item_10,45385,307,1 days,7 days,In Stock,3.8,Free shipping,Yes,4.3/5,India
Shop_65,Shop_65_P0011,Item_11,5230,698,5 days,30 days,Out of Stock,4.1,10% off,Yes,3.7/5,India
Shop_65,Shop_65_P0012,Item_12,48803,533,5 days,7 days,In Stock,3.6,10% off,Yes,3.5/5,India
Shop_65,Shop_65_P0013,Item_13,32592,227,4 days,14 days,In Stock,4.9,None,No,3.3/5,India
Shop_65,Shop_65_P0014,Item_14,13804,583,4 days,7 days,Out of Stock,4.9,Free shipping,No,4.0/5,India
Shop_65,Shop_65_P0015,Item_15,31489,202,3 days,7 days,Out of Stock,3.0,None,No,4.2/5,India
Shop_65,Shop_65_P0016,Item_16,26424,603,4 days,30 days,Out of Stock,3.4,Free shipping,Yes,4.4/5,India
Shop_65,Shop_65_P0017,Item_17,41171,510,7 days,7 days,In Stock,3.3,Free shipping,No,3.6/5,India
Shop_65,Shop_65_P0018,Item_18,2399,628,4 days,30 days,Out of Stock,3.9,None,Yes,4.1/5,India
Shop_65,Shop_65_P0019,Item_19,10854,131,4 days,7 days,Out of Stock,4.0,Free shipping,Yes,4.2/5,India
Shop_65,Shop_65_P0020,Item_20,24388,356,7 days,14 days,Out of Stock,3.8,10% off,No,3.2/5,India
Shop_65,Shop_65_P0021,Item_21,18634,552,5 days,30 days,Out of Stock,4.6,Free shipping,No,4.8/5,India
Shop_65,Shop_65_P0022,Item_22,42615,271,6 days,14 days,Out of Stock,4.5,10% off,Yes,3.0/5,India
Shop_65,Shop_65_P0023,Item_23,15073,154,7 days,7 days,In Stock,3.2,10% off,Yes,4.5/5,India
Shop_65,Shop_65_P0024,Item_24,24687,626,3 days,30 days,Out of Stock,3.6,None,Yes,3.4/5,India
Shop_65,Shop_65_P0025,Item_25,9073,520,6 days,7 days,In Stock,4.0,Free shipping,No,4.6/5,India
Shop_65,Shop_65_P0026,Item_26,11411,104,3 days,30 days,Out of Stock,3.5,Free shipping,Yes,4.8/5,India
Shop_65,Shop_65_P0027,Item_27,48370,694,3 days,7 days,In Stock,4.8,10% off,Yes,3.7/5,India
Shop_65,Shop_65_P0028,Item_28,27481,605,3 days,7 days,Out of Stock,3.4,None,No,4.8/5,India
Shop_65,Shop_65_P0029,Item_29,44632,351,5 days,30 days,Out of Stock,3.3,None,Yes,3.4/5,India
Shop_65,Shop_65_P0030,Item_30,15132,617,4 days,14 days,Out of Stock,4.7,Free shipping,Yes,4.8/5,India
Shop_65,Shop_65_P0031,Item_31,7357,294,7 days,7 days,Out of Stock,3.1,10% off,No,3.7/5,India
Shop_65,Shop_65_P0032,Item_32,43755,561,3 days,30 days,In Stock,3.4,Free shipping,Yes,4.1/5,India
Shop_65,Shop_65_P0033,Item_33,14837,660,2 days,14 days,Out of Stock,3.2,Free shipping,Yes,4.1/5,India
Shop_65,Shop_65_P0034,Item_34,31400,646,2 days,30 days,In Stock,4.4,None,No,3.3/5,India
Shop_65,Shop_65_P0035,Item_35,48486,77,7 days,14 days,In Stock,3.7,10% off,No,4.8/5,India
Shop_65,Shop_65_P0036,Item_36,28747,629,1 days,7 days,In Stock,3.1,None,No,4.2/5,India
Shop_65,Shop_65_P0037,Item_37,26853,44,6 days,14 days,Out of Stock,3.3,Free shipping,Yes,3.5/5,India
Shop_65,Shop_65_P0038,Item_38,36591,549,3 days,30 days,Out of Stock,4.9,None,No,4.0/5,India
Shop_65,Shop_65_P0039,Item_39,4973,460,4 days,7 days,In Stock,3.9,Free shipping,No,4.7/5,India
Shop_65,Shop_65_P0040,Item_40,32896,223,3 days,14 days,Out of Stock,4.2,Free shipping,Yes,4.1/5,India
Shop_65,Shop_65_P0041,Item_41,16918,444,3 days,14 days,Out of Stock,3.9,10% off,Yes,3.7/5,India
Shop_65,Shop_65_P0042,Item_42,25323,332,7 days,30 days,Out of Stock,4.1,Free shipping,Yes,4.6/5,India
Shop_65,Shop_65_P0043,Item_43,47243,129,3 days,14 days,Out of Stock,3.9,Free shipping,Yes,3.9/5,India
Shop_65,Shop_65_P0044,Item_44,25932,522,6 days,14 days,Out of Stock,3.8,None,Yes,4.9/5,India
Shop_65,Shop_65_P0045,Item_45,25968,604,7 days,14 days,In Stock,4.9,Free shipping,Yes,3.5/5,India
Shop_65,Shop_65_P0046,Item_46,30694,298,4 days,30 days,Out of Stock,3.6,10% off,No,4.1/5,India
Shop_65,Shop_65_P0047,Item_47,2526,648,3 days,30 days,Out of Stock,4.5,Free shipping,Yes,4.6/5,India
Shop_65,Shop_65_P0048,Item_48,20893,320,4 days,30 days,In Stock,4.7,None,No,4.2/5,India
Shop_65,Shop_65_P0049,Item_49,9612,611,1 days,14 days,In Stock,4.5,10% off,Yes,3.4/5,India
Shop_65,Shop_65_P0050,Item_50,47588,47,5 days,30 days,In Stock,4.5,None,No,4.7/5,India
Shop_65,Shop_65_P0051,Item_51,7937,329,4 days,14 days,In Stock,4.7,Free shipping,Yes,4.5/5,India
Shop_65,Shop_65_P0052,Item_52,40423,72,6 days,14 days,In Stock,4.1,10% off,No,3.3/5,India
Shop_65,Shop_65_P0053,Item_53,31386,348,2 days,30 days,In Stock,4.9,10% off,Yes,4.4/5,India
Shop_65,Shop_65_P0054,Item_54,42593,43,3 days,14 days,In Stock,5.0,10% off,Yes,3.0/5,India
Shop_65,Shop_65_P0055,Item_55,6560,511,2 days,7 days,In Stock,4.9,None,No,3.3/5,India
Shop_65,Shop_65_P0056,Item_56,34175,53,5 days,30 days,Out of Stock,3.2,10% off,No,3.2/5,India
Shop_65,Shop_65_P0057,Item_57,5579,532,7 days,30 days,Out of Stock,3.8,Free shipping,No,3.2/5,India
Shop_65,Shop_65_P0058,Item_58,27049,680,7 days,30 days,In Stock,3.6,10% off,Yes,4.6/5,India
Shop_65,Shop_65_P0059,Item_59,14972,244,4 days,30 days,Out of Stock,4.6,Free shipping,No,3.3/5,India
Shop_65,Shop_65_P0060,Item_60,32197,270,5 days,14 days,Out of Stock,4.3,None,No,3.4/5,India
Shop_65,Shop_65_P0061,Item_61,28019,599,3 days,14 days,Out of Stock,4.3,10% off,No,5.0/5,India
Shop_65,Shop_65_P0062,Item_62,1134,118,5 days,14 days,In Stock,4.9,None,No,4.7/5,India
Shop_65,Shop_65_P0063,Item_63,27902,459,3 days,14 days,In Stock,4.5,10% off,Yes,4.0/5,India
Shop_65,Shop_65_P0064,Item_64,12915,154,7 days,7 days,In Stock,4.4,None,No,5.0/5,India
Shop_65,Shop_65_P0065,Item_65,31634,679,6 days,30 days,Out of Stock,3.4,None,No,3.1/5,India
Shop_65,Shop_65_P0066,Item_66,7707,260,2 days,14 days,Out of Stock,3.5,10% off,Yes,4.4/5,India
Shop_65,Shop_65_P0067,Item_67,1122,79,2 days,14 days,In Stock,4.5,10% off,Yes,4.2/5,India
